gene_short_name	locus	expression
RP1-116K23.1	12:126652780-126656212	0
RP11-16L14.2	15:36933386-36961298	0
RP11-16L21.7	9:114336471-114337707	0
RP11-16L9.1	1:198918144-198918934	4.11397906718776
RP11-16L9.2	1:198952449-198954529	0
RP11-16L9.3	1:198975168-198990166	0
RP11-16L9.4	1:198985261-199045864	0
RP11-16N11.2	3:160471215-160472930	8.27875942690298
RP11-16N2.1	4:62009373-62019680	7.03573446720839
RP11-16O13.1	14:43458403-43458686	0
RP11-16O9.2	15:41635277-41636423	0
RP11-16P20.2	8:27554733-27555043	0
RP11-16P20.3	8:27590854-27613943	1.72812256030738
RP11-16P6.1	2:223431623-223434438	2.07119703525677
RP11-170J3.2	10:104332513-104332982	7.98594636609778
RP11-170L3.2	16:31882207-31882445	0
RP11-170L3.4	16:31905862-31906304	6.44990605534986
RP11-170L3.5	16:31963480-31963794	0
RP11-170L3.6	16:31975123-31975400	0
RP11-170L3.7	16:31973383-31985682	5.91998741496354
RP11-170L9.1	11:80668359-80668677	0
RP11-170M17.1	10:65424423-65750328	0.64645032165572
RP11-170M17.2	10:65662210-65663005	7.66070620389655
RP11-170N11.1	1:83439564-83451891	0.225044195540249
RP11-170N16.1	4:123736925-123737272	0
RP11-170N16.2	4:123761497-123761845	0
RP11-170N16.3	4:123803032-123805867	5.57644003536552
RP11-171A24.2	9:76986446-76998446	0
RP11-171A24.3	9:77100466-77114043	4.26122967153788
RP11-171G2.1	17:70835177-70835857	0
RP11-171I2.1	2:179588183-179591773	5.16693246318027
RP11-171I2.2	2:179443516-179445633	8.68548850296065
RP11-171I2.3	2:179509443-179509906	0
RP11-171I2.4	2:179481307-179481850	9.64134216774255
RP11-171I2.5	2:179441829-179442349	8.12942960532382
RP11-171L9.1	12:78842774-78934455	0
RP11-171N4.1	4:157507130-157511191	0
RP11-171N4.2	4:157555645-157563606	0
RP11-171N4.3	4:157563731-157564721	0
RP11-171N4.4	4:157607815-157613788	0
RP11-172C16.4	11:114453974-114455414	0
RP11-172C16.5	11:114388585-114389093	0
RP11-172E10.1	8:81949198-81953066	0
RP11-172E9.2	13:40918093-40924440	0
RP11-172F10.1	18:4775052-5004536	0
RP11-172F4.2	9:99169565-99170079	6.11827624728903
RP11-173A16.1	18:59967268-59968231	0
RP11-173A16.2	18:59913042-59914645	5.59795046690851
RP11-173A6.2	1:244857731-244858022	0
RP11-173A8.2	14:75124751-75125293	0
RP11-173B14.4	13:76205406-76206271	5.38218408590183
RP11-173B14.5	13:76178835-76210130	3.28776359790936
RP11-173D14.3	6:79519431-79523020	0
RP11-173D3.1	15:20333997-20353206	0.157921747304499
RP11-173D3.2	15:20278951-20279587	3.81104953121394
RP11-173D3.3	15:20104586-20104812	0
RP11-173D9.1	14:35613226-35613686	0
RP11-173D9.5	14:35627109-35628305	0
RP11-173E2.1	4:139481857-139483095	9.22079622279853
RP11-173E2.2	4:139585878-139586723	0
RP11-173G21.1	9:98054619-98057092	4.42334760911763
RP11-173L6.1	18:73556879-73580207	0
RP11-173M11.2	4:187079049-187079997	4.03511946555227
RP11-173M1.3	17:25608119-25608441	0
RP11-173M1.4	17:25660281-25675517	0
RP11-173M1.5	17:25678883-25679610	0
RP11-173M1.8	17:25641668-25642952	4.61440871469676
RP11-173P15.3	12:121134926-121137344	6.74051224952564
RP11-173P15.5	12:121159309-121161442	9.39547291491181
RP11-173P15.7	12:121178272-121199395	0
RP11-174B4.2	9:77419388-77419689	0
RP11-174C7.1	6:130104913-130105190	0
RP11-174C7.2	6:130122052-130123359	0
RP11-174C7.3	6:130140781-130141315	0
RP11-174E22.2	4:30008572-30009938	0
RP11-174F8.1	4:151343796-151344794	5.86980737978593
RP11-174G17	1:18493422-18505840	0
RP11-174G17.2	1:18392150-18400906	0
RP11-174G6.1	12:14818588-14910897	0
RP11-174G6.5	12:14915437-14920865	9.73838532809168
RP11-174I12.2	8:124575309-124581002	0
RP11-174J11.1	10:65796104-65797040	0
RP11-174M13.1	12:130231932-130232437	0
RP11-174M13.2	12:130165971-130182772	0
RP11-174O3.1	3:120025572-120026799	0
RP11-174O3.3	3:120068356-120086845	6.61787811899558
RP11-174O3.4	3:120106875-120108162	0
RP11-175B12.2	13:51095068-51101585	0
RP11-175B9.2	1:202407523-202409085	3.44699132721871
RP11-175B9.3	1:202440936-202441258	9.08567514736205
RP11-175D17.3	9:127532401-127535206	0
RP11-175E9.1	8:23564653-23647000	0
RP11-175E9.2	8:23663445-23663667	1.2320944503881
RP11-175G14.2	1:72203855-72204037	0
RP11-175I17.2	10:46349540-46411619	3.81085376488045
RP11-175I17.2	HG1211_PATCH:46349540-46411619	0
RP11-175I17.6	10:46308095-46308392	0
RP11-175I17.6	HG1211_PATCH:46308095-46308392	0
RP11-175I6.5	9:44256579-44263319	0
RP11-175K6.1	5:158527490-158544486	5.13014553347602
RP11-175M2.1	5:55046033-55046229	0
RP11-175O19.4	10:98752206-98755716	0.0859234668314457
RP11-175P13.2	12:100536835-100538449	0
RP11-175P13.3	12:100566973-100593561	0.305470970924944
RP11-175P19.2	3:193296600-193310879	2.48528741998598
RP11-176D17.3	1:214517514-214530958	0
RP11-176F3.7	9:33909606-33911120	5.32269005198032
RP11-176H8.1	14:31803517-31926647	8.5481805447489
RP11-176N18.2	18:75133574-75272719	2.56721378536895
RP11-177A2.5	1:179004443-179004787	0
RP11-177B4.1	4:53586247-53586998	3.08415428502485
RP11-177B4.2	4:53546775-53558816	0
RP11-177C12.1	4:37869912-37871599	2.57875219685957
RP11-177C12.4	4:37997114-37997824	0
RP11-177F11.1	1:240563970-240564423	0
RP11-177F15.1	1:238648744-238701605	1.98057064320892
RP11-177G23.2	6:80270848-80271319	0
RP11-177H13.2	8:23193683-23223638	7.68286898266524
RP11-177H2.2	8:10698085-10704011	0
RP11-177J6.1	4:56254115-56254438	6.25004075234756
RP11-177N22.2	16:47595217-47596391	0
RP11-177N22.3	16:47563100-47563827	0
RP11-178C3.1	17:58018268-58050462	0.263276789337397
RP11-178C3.2	17:58042192-58074333	7.90811590384692
RP11-178C3.6	17:58140364-58142143	0
RP11-178D12.2	15:55734832-55735555	9.52368096448481
RP11-178F10.1	18:22015327-22019602	6.69909595977515
RP11-178F10.2	18:22069338-22071044	0
RP11-178F10.3	18:22096846-22097970	0
RP11-178F10.4	18:22102236-22102883	0
RP11-178G16.4	10:75880012-75880621	2.1341595146805
RP11-178G16.5	10:75880799-75881121	7.71569535834715
RP11-178H8.3	11:93342925-93343499	6.61700894823298
RP11-178L8.1	16:87301790-87301943	0
RP11-178L8.3	16:87430309-87433901	0.199761386029422
RP11-178L8.4	16:87336481-87367879	0.341387381777167
RP11-178L8.5	16:87296364-87326044	0
RP11-178L8.7	16:87351114-87351643	2.91959665482864
RP11-178L8.8	16:87360592-87361190	0
RP11-178L8.9	16:87396141-87401082	0
RP11-179A10.1	11:11139400-11205158	0
RP11-179A10.2	11:11157028-11159205	0
RP11-179A10.3	11:11203653-11203960	0
RP11-179A16.1	11:81590892-82429124	8.45215322449803
RP11-179A16.2	11:82314784-82354461	0
RP11-179A18.1	3:110401132-110402001	8.71708212886006
RP11-179A7.2	13:34231572-34234065	0
RP11-179B15.5	10:60064312-60065381	0
RP11-179B15.6	10:60085373-60086790	3.17241135518998
RP11-179B2.2	10:102670859-102672496	9.0813554963097
RP11-179D22.1	9:27210324-27210624	0
RP11-179G5.1	1:160236129-160237015	9.55798159586266
RP11-179G8.1	1:30377711-30378204	0
RP11-179H18.5	10:121397967-121398594	0
RP11-179H18.8	10:121321612-121322042	0
RP11-179K3.2	10:66660893-66684276	2.45054963277653
RP11-17A1.3	11:22850925-22966939	4.79908260283992
RP11-17A19.2	18:24268074-24269632	0
RP11-17A4.1	8:57500943-57501346	4.51526200864464
RP11-17A4.2	8:57358365-57464626	0
RP11-17A4.3	8:57449316-57453056	0
RP11-17A4.4	8:57552459-57569024	0
RP1-117B12.4	17:48473798-48475249	7.58911549812183
RP11-17E13.2	1:75164452-75165017	4.76598442299291
RP11-17E2.2	4:21950637-22331953	0
RP11-17G11.1	2:153395710-153395941	0
RP11-17G12.2	11:47241768-47243302	6.1436476954259
RP11-17G12.3	11:47292207-47293661	0
RP11-17J14.2	18:20837127-20840318	5.99339145235717
RP11-17L5.4	15:79484048-79576287	0
RP11-17M15.1	16:32199653-32204851	0
RP11-17M15.2	16:32300867-32321876	0
RP11-17M15.4	16:32368301-32375016	0.0428631016984582
RP11-17M16.1	18:74207476-74210045	7.16510277008638
RP11-17M16.2	18:74203607-74205487	6.75170081201941
RP11-17M24.1	17:32258150-32263225	0
RP11-17M24.2	17:32303549-32307870	0
RP1-117O3.2	1:33452675-33498070	0
RP11-17P16.2	4:68503894-68504077	0
RP1-117P20.3	1:169732069-169733789	0
RP11-180C1.1	4:28363900-28404486	0
RP11-180C16.1	7:131178722-131182453	3.17289128201082
RP11-180D15.1	X:78340432-78341345	0
RP11-180D21.3	1:159436110-159453166	0
RP11-180I22.2	10:78907409-78909858	0
RP11-180I4.1	9:98415193-98415548	0
RP11-180I4.2	9:98412435-98478000	4.72073306562379
RP11-180K7.1	3:112521324-112531666	0
RP11-180M15.3	12:12821915-12838009	0
RP11-180M15.4	12:12876230-12876945	0
RP11-180M15.5	12:12767292-12768841	0
RP11-180N14.1	3:21453713-21455436	0
RP11-180O5.2	1:70825244-70826120	0
RP11-180P8.1	17:61012762-61044171	2.99223707756028
RP11-180P8.2	17:61028191-61028549	0
RP11-180P8.3	17:61044177-61045910	0
RP11-180P8.4	17:61055854-61056202	0
RP11-180P8.5	17:61082032-61082513	6.62372946972027
RP11-181B11.1	8:28273040-28277572	0
RP11-181B11.2	8:28304780-28313419	0
RP11-181B18.1	1:70479664-70496905	0
RP11-181C21.4	1:78276506-78277621	9.49994216440246
RP11-181C3.1	12:98879321-98897633	9.01131885359064
RP11-181D18.4	8:74423510-74423889	0
RP11-181E10.3	2:111968571-111970053	5.39547537686303
RP11-181F12.1	10:86953176-86957714	0
RP11-181G12.2	1:2113232-2115828	6.74195308238268
RP11-181G12.4	1:2143961-2152177	0
RP11-181G12.5	1:2143609-2144013	5.3535182448104
RP11-181K12.2	4:146754269-146760732	0
RP11-181K3.4	1:183107536-183110417	0
RP11-182B22.2	1:236982933-236983818	2.78677080757916
RP11-182E14.1	8:53887670-53888676	0
RP11-182I10.1	1:65384125-65384366	0
RP11-182I10.2	1:65407661-65408048	0
RP11-182I10.3	1:65437907-65468159	0.414216241333634
RP11-182J1.10	15:85043608-85045612	8.39501202572137
RP11-182J1.11	15:85048693-85048726	0
RP11-182J1.1	15:85175128-85177218	2.58726994507015
RP11-182J1.12	15:85056471-85070180	4.48895326582715
RP11-182J1.13	15:84977315-84980581	5.55400502402335
RP11-182J1.14	15:84944426-84950601	8.94651064183563
RP11-182J1.5	15:85154919-85158200	4.3452067906037
RP11-182J23.1	7:36359383-36360088	0
RP11-182L21.5	10:81422947-81424542	1.71503880992532
RP11-182L21.6	10:81585657-81587358	7.8986686700955
RP11-182L7.1	15:87173496-87174367	0
RP11-182N22.7	9:35147406-35149181	7.10863922256976
RP11-182N22.8	9:35096374-35098138	6.16661404957995
RP11-183C12.1	18:4459229-4459458	0
RP11-183E24.1	15:98661399-98661549	0
RP11-183E24.2	15:98665791-98674836	0
RP11-183E9.2	10:24446763-24447710	0
RP11-183G22.1	1:50791802-50792682	5.01584701472893
RP11-183I6.2	9:16473185-16476235	0
RP11-183K14.1	HG1459_PATCH:145619249-145619763	0
RP11-183K14.1	X:145619052-145619566	0
RP11-183M13.1	1:78695282-78835149	0
RP11-184A2.2	10:3810106-3810943	0
RP11-184A2.3	10:3793258-3805418	0
RP11-184B22.2	9:128134603-128135045	0
RP11-184C23.1	6:63902976-63903535	0
RP11-184C23.4	6:63938991-63940015	0.489849736914039
RP11-184D12.1	15:36231367-36544458	7.06920211901888
RP11-184E9.1	5:25190790-25306281	8.16965725272894
RP11-184E9.2	5:25319942-25321455	6.63998835720122
RP11-184I16.3	1:44209141-44209412	0
RP11-184I16.4	1:44175062-44193014	0
RP11-184J23.2	1:47540449-47541651	6.64561867481098
RP11-184M15.1	4:129489126-129491686	0
RP11-184M15.2	4:129504153-129522562	0
RP11-185B14.1	1:8891065-8891434	0
RP11-185E12.2	5:93077345-93079206	7.89847232867032
RP11-185E8.1	3:171185872-171187422	0
RP11-185H22.1	12:7390027-7393582	0
RP11-185J20.2	16:6771786-6771961	0
RP11-185N2.1	12:106563781-106566215	0
RP11-185O21.1	16:25836030-25837651	0
RP11-185P18.2	14:96321884-96332801	0
RP11-186F10.2	12:71976072-71977632	0
RP11-186G6.5	9:43318618-43319576	0
RP11-186N15.3	10:12286749-12289844	6.6414151689969
RP11-186O14.7	10:90459439-90460158	0
RP11-187A9.3	13:42617862-42618383	4.59151206770912
RP11-187C18.2	9:45484571-45488153	4.72404174041003
RP11-187C18.3	9:45562978-45563576	2.29006173089147
RP11-187C18.4	9:45424049-45424634	3.96817064844072
RP11-187C18.5	9:45393844-45415976	0
RP11-187E13.1	14:32414058-32419588	0
RP11-187E13.2	14:32476107-32487891	0
RP11-187O7.1	14:77101117-77102004	0.810445926617831
RP11-187O7.3	14:76961705-77193055	6.41537156654522
RP11-188C12.2	9:140682116-140683139	2.05819124123082
RP11-188C12.3	9:140762376-140787022	0
RP11-188D8.1	1:117907520-117908095	1.69846514007077
RP11-188I24.1	18:39369126-39369360	0
RP11-188P17.2	4:183802929-183803356	9.35478418134153
RP11-188P20.3	3:43388414-43389135	3.69204666698352
RP11-189B4.6	13:47029269-47060641	4.19602141482756
RP11-189E14.3	16:49488139-49491180	0
RP11-189E14.4	16:49500016-49503786	0
RP11-189E14.5	16:49476820-49487989	0
RP11-189G24.2	20:22941170-22946700	0
RP11-18A15.1	9:26746950-26786872	0
RP11-18B16.1	9:116521273-116521699	0
RP11-18B16.2	9:116413235-116445135	0
RP11-18B3.2	9:108520444-108523036	0
RP11-18B3.3	9:108472570-108473062	0
RP11-18D7.2	4:183693717-183695084	0.874458439648151
RP11-18D7.3	4:183619054-183629195	0
RP11-18F14.1	16:80600690-80606705	0
RP11-18F14.4	16:80661447-80662276	0
RP11-18H21.1	4:153021905-153025872	0.81791237462312
RP11-18H21.2	4:153067536-153099725	0
RP11-18H21.3	4:153128572-153147022	0
RP11-18H7.1	3:119813741-119855630	6.67260017013177
RP11-18I14.10	10:104209573-104220863	7.02158413594589
RP11-18I14.11	10:104242795-104243316	2.85772979259491
RP1-118J21.24	1:40261514-40261668	0
RP1-118J21.25	1:40254647-40255843	8.90783673617989
RP1-118J21.5	1:40363416-40364770	8.07279401225969
RP11-18J9.3	12:86352464-86354725	0
RP11-18M17.1	4:54441879-54442554	9.1500800056383
RP11-18O11.1	4:128414659-128414983	0
RP11-18O11.2	4:128419481-128419962	0
RP11-18O15.1	12:102623804-102624311	0
RP11-190A12.7	1:159827689-159842843	0
RP11-190A12.8	1:159836743-159837475	1.85186757007614
RP11-190C22.1	3:119354372-119354997	0
RP11-190C22.8	3:119216524-119217028	3.7650172947906
RP11-190C22.9	3:119298058-119298497	0
RP11-190D6.2	16:78271258-78275115	0
RP11-190G13.4	7:129895741-129902610	0
RP11-190I17.2	18:5159330-5171025	0
RP11-190I17.4	18:5132747-5133228	0
RP11-190J1.3	10:103464408-103468158	0.235319901257753
RP11-190J23.1	2:143919646-143929741	0
RP11-190P13.1	3:114997971-114998707	0
RP11-190P13.2	3:114970042-115004194	0
RP11-191A15.1	6:25152774-25153111	0
RP11-191A15.2	6:25181586-25181973	0
RP11-191A15.4	6:25218915-25219297	0
RP11-191G24.1	1:51983980-52027301	0
RP11-191L17.1	2:48667181-48667736	7.99282558495179
RP11-191L9.4	22:48027422-48251349	0
RP11-191L9.5	22:48058307-48059352	0
RP11-191N8.2	1:222001007-222014008	0
RP11-192B18.1	X:86398856-86399751	0
RP11-192C21.1	4:135873413-135874044	4.76509311702102
RP11-192C21.2	4:135854043-135855286	0
RP11-192C21.3	4:135865429-135865678	0
RP11-192H23.4	17:26782769-26941215	5.19676135387272
RP11-192H23.4	HG883_PATCH:26782770-26941216	0
RP11-192H23.5	17:26900134-26901261	1.15800630068406
RP11-192H23.6	17:26934980-26936748	0
RP11-192H23.7	17:26960223-26962968	9.49882087530568
RP11-192H23.8	17:26928844-26929302	6.56720370519906
RP11-192H6.2	5:25219081-25298721	0
RP11-192M23.1	15:101185638-101186860	2.20537944231182
RP11-192N10.2	10:29986831-29987157	5.70515323197469
RP11-192P3.4	10:31476811-31550839	0
RP11-192P3.5	10:31650355-31688682	8.29610507003963
RP11-192P9.1	8:115803881-115804158	0
RP11-193F5.1	14:61346431-61449303	2.93717588298023
RP11-193F5.4	14:61438989-61439184	5.23963651387021
RP11-193H22.2	6:157998118-158003309	2.46771799167618
RP11-193H5.1	1:238025474-238091621	1.35427210712805
RP11-193H5.2	1:238090130-238090905	3.09207178419456
RP11-193H5.5	1:238111316-238112443	0
RP11-193I22.2	3:42092672-42093186	0
RP11-193M21.1	12:85657321-85658235	0
RP11-193P11.3	1:48544458-48547868	0
RP11-194G10.3	3:16572277-16573309	0
RP11-194N12.2	17:40647884-40648568	3.82094019558281
RP11-195B17.1	2:27285295-27285775	2.42341226432472
RP11-195B21.3	9:67968792-67987998	0
RP11-195B3.1	10:3308194-3309207	0
RP11-195C7.1	1:176176783-176198466	2.89464601548389
RP11-195C7.2	1:176200335-176200966	0
RP11-195C7.3	1:176241618-176242538	0
RP11-195E11.3	HSCHR9_2_CTG35:72768035-72796884	0
RP11-195E2.1	5:70370051-70389020	7.90922870626673
RP11-195E2.4	5:70328994-70330227	3.45187009777874
RP11-195F19.30	9:34661899-34666026	5.35733843455091
RP11-195F19.5	9:34664159-34666109	4.45349634392187
RP11-195F19.9	9:34665661-34681295	1.44945472246036
RP11-195M16.1	1:110426797-110428886	0
RP11-195M16.3	1:110438594-110440483	0
RP11-196D18.1	7:62505204-62514809	0
RP11-196D18.2	7:62517830-62520462	5.58048757491633
RP11-196D18.4	7:62574012-62575183	0
RP11-196D18.5	7:62577878-62615312	0
RP11-196E1.3	11:119479134-119529994	9.53573858132586
RP11-196G11.1	16:31094759-31106277	9.46462863823399
RP11-196G11.2	16:31054470-31061201	8.70738355442882
RP11-196G11.4	16:31129398-31130068	9.2511264863424
RP11-196G18.1	1:149725850-149726260	0
RP11-196G18.1	HG1287_PATCH:150440715-150441125	0
RP11-196G18.21	1:149754432-149783312	1.98059159563854
RP11-196G18.21	HG1287_PATCH:150469291-150498172	0
RP11-196G18.22	1:149816064-149820591	3.65667119156569
RP11-196G18.22	HG1287_PATCH:150530912-150535439	0
RP11-196G18.23	1:149802875-149804109	4.71831191098318
RP11-196G18.23	HG1287_PATCH:150547685-150548919	0
RP11-196G18.24	1:149817382-149818053	3.79147607833147
RP11-196G18.24	HG1287_PATCH:150532230-150532901	0
RP11-196G18.3	1:149757214-149764576	1.23899351805449
RP11-196G18.3	HG1287_PATCH:150472073-150479435	0
RP11-196H14.2	12:64432341-64491398	7.63333655893803
RP11-196H14.3	12:64540167-64541637	3.31084834877402
RP11-196H14.4	12:64502542-64514269	0
RP11-196I18.2	9:109878064-109878235	0
RP11-196I18.3	9:109879109-109879838	5.78556041698903
RP11-196I18.4	9:109879739-109883986	1.30177706247196
RP11-196O16.1	7:16127151-16129275	5.82075876416638
RP11-196O2.1	7:36134881-36140263	0
RP11-196P2.1	13:61491175-61494141	0
RP11-197B12.1	X:117412121-117417330	0
RP11-197K3.1	3:114172439-114238979	0
RP11-197K6.1	3:191275112-191308145	0
RP11-197M22.2	10:16763350-16790376	0
RP11-197N18.2	12:123459866-123467454	2.38769939169288
RP11-197N18.7	12:123565930-123569291	0
RP11-197O8.1	5:23689035-23689495	0
RP11-197P3.1	9:77550091-77550612	0
RP11-197P3.4	9:77567883-77611209	0
RP11-197P3.5	9:77624743-77630952	0
RP11-198M11.2	15:48095580-48138433	0
RP11-198M15.1	X:46584598-46585253	2.73528257152066
RP11-199F11.2	17:7588577-7589689	0.560834873467684
RP11-199F6.4	13:114580580-114582349	0
RP11-19C24.1	4:66868998-66882510	0
RP11-19D2.1	20:7237226-7238861	0
RP11-19D2.2	20:7282702-7288079	0
RP11-19E11.1	2:119591275-119592686	9.64281558757648
RP11-19F9.1	18:35252651-35253139	0
RP11-19G24.1	17:35497535-35498349	0.593040441162884
RP11-19G24.2	17:35519529-35520053	0
RP11-19H6.1	16:5888131-5888662	0
RP11-19J3.5	9:95301334-95301466	0
RP11-19J5.1	15:70095654-70096385	0
RP11-19J5.2	15:70113094-70115195	0
RP11-19N8.2	16:32963313-33039358	0.73954634135589
RP11-19N8.3	16:33071256-33071419	0
RP11-19N8.4	16:33054929-33102910	0
RP11-19N8.4	16:33057849-33106752	6.24494979623705
RP11-19N8.6	16:33141555-33141763	0
RP11-19N8.7	16:33140636-33145820	0
RP11-19O2.1	5:16129286-16141711	0
RP11-19O2.2	5:16180346-16185694	0
RP11-19P22.10	17:26002919-26003023	0
RP11-19P22.2	17:26009501-26009763	0
RP11-19P22.3	17:26010971-26011170	0
RP11-19P22.5	17:25988574-25990684	0
RP11-19P22.6	17:26004830-26005113	0
RP11-19P22.7	17:25993774-25999829	0
RP11-19P22.8	17:25952509-25953464	8.94856417318806
RP11-1B20.1	1:227366033-227371145	0
RP11-1C1.4	5:10493638-10502840	9.31858012452722
RP11-1C1.5	5:10505107-10522196	0
RP11-1C1.6	5:10493402-10494206	9.58012209273875
RP11-1C1.7	5:10479482-10482421	5.96867294749245
RP11-1C8.4	8:104495625-104513904	0
RP11-1C8.5	8:104476616-104481213	1.75752520328388
RP11-1C8.6	8:104395305-104396082	3.41819748515263
RP11-1C8.7	8:104493493-104493847	3.6654096795246
RP11-1D12.1	8:65616330-65647016	0
RP11-1D12.2	8:65713792-65730130	0
RP11-1E11.1	9:90795587-90796362	0.579859998542815
RP11-1E11.1	HSCHR9_3_CTG35:90795583-90796324	0
RP11-1E11.2	9:90802649-90805117	0
RP11-1E11.2	HSCHR9_3_CTG35:90802649-90805117	0
RP11-1E1.2	4:78033647-78034611	2.09387720096856
RP11-1E22.1	4:132948329-132949589	0
RP11-1E3.1	5:96840399-97006750	0.825121717061847
RP11-1E4.1	8:9907994-9911764	0
RP11-1E6.1	4:43342891-43347617	0
RP11-1G11.2	8:26405184-26405979	5.03957796143368
RP11-1H15.1	11:9980290-9981337	7.47847749385983
RP11-1H15.2	11:9860689-9950810	0
RP11-1H8.1	15:34701825-34702795	0
RP11-1H8.3	15:34786620-34788101	5.01305024372414
RP11-1H8.4	15:34848070-34849021	0
RP11-1J11.1	4:72165974-72166952	0
RP11-1J7.1	4:11916290-11921312	0
RP11-1K3.1	12:108674879-108676012	8.91759338555858
RP11-1L12.3	11:27068732-27241660	2.29383285390213
RP11-1L9.1	X:13395306-13421138	2.7271935949102
RP11-1M18.1	X:6585905-6639585	1.08250703429803
RP11-1O10.1	15:62522582-62524094	0
RP11-1O2.1	18:73834952-73857210	0
RP11-1O7.1	2:174162356-174163240	0
RP11-200A1.1	3:134032417-134040013	5.55899759754539
RP11-200A13.1	8:105993391-105993807	0
RP11-200A13.2	8:106023334-106023796	6.33226648671553
RP11-200A13.3	8:106002535-106002920	0
RP11-201A3.1	1:188187530-188189807	0
RP11-201E8.1	3:99316907-99342664	0
RP11-201K10.3	1:155141884-155159748	9.67146431095898
RP11-201M22.1	11:91527527-91545460	0
RP11-201O14.1	1:31509580-31510087	0
RP11-201O14.2	1:31523718-31523881	0
RP11-202A13.1	3:133774099-133776492	6.68475094018504
RP11-202D1.2	18:51105992-51107429	0
RP11-202D1.3	18:51094816-51124221	0.357708286028355
RP11-202D18.2	10:83983968-83988935	0
RP11-202G11.2	12:93484297-93501376	0
RP11-202G18.1	9:113901525-114047116	0
RP11-202H2.1	12:86993354-87232775	0
RP11-202I11.2	9:88370956-88380027	0
RP11-202K23.1	1:102665294-102855186	0
RP11-203B7.1	4:146998997-147029309	0
RP11-203B7.2	4:146973755-146977914	0
RP11-203B9.4	6:56979691-57039034	8.79645192762837
RP11-203E8.1	8:24027469-24034593	0
RP11-203F10.1	1:204152133-204152665	0
RP11-203F10.5	1:204246132-204247076	7.12084406754002
RP11-203F10.6	1:204315903-204316386	8.25381934642792
RP11-203F8.1	11:92481897-92500033	0
RP11-203H2.1	6:8329887-8342688	0
RP11-203H2.2	6:8342169-8343254	0
RP11-203I2.1	9:65585691-65661972	0.761678889393806
RP11-203J24.8	9:130696781-130703231	1.03484802646562
RP11-203J24.9	9:130630142-130649066	3.37586162379012
RP11-203L2.3	9:71403222-71404586	0
RP11-203L2.4	9:71437318-71458191	0
RP11-203M5.2	14:20812391-20815047	0
RP11-203M5.6	14:20906140-20909427	0
RP11-203M5.7	14:20919463-20920077	3.36439717328176
RP11-203M5.8	14:20942947-20945248	1.46449229680002
RP11-203P2.2	13:78849854-78851649	0
RP11-203P23.2	7:104466782-104467243	0
RP11-204C16.4	X:41535012-41535747	1.80083604063839
RP11-204C23.1	3:2004064-2029154	0
RP11-204E4.3	16:20220246-20220847	0
RP11-204E9.1	6:21522706-21524003	0
RP11-204H9.2	4:65296626-65298933	0
RP11-204I15.1	HG1433_PATCH:52191586-52194138	0
RP11-204I15.1	X:52464669-52467221	0
RP11-204K16.1	14:68805444-68806258	0
RP11-204L24.2	2:122287997-122290281	6.81054055690765
RP11-204M4.1	9:42037567-42037913	0
RP11-204M4.2	9:41961614-42019580	9.75273420335725
RP11-204N11.1	14:98215600-98230326	0
RP11-204N11.2	14:98252901-98255593	0
RP11-204P2.3	6:137316306-137320641	7.28459322592244
RP11-205K6.1	9:129278695-129281087	0
RP11-205K6.2	9:129289896-129292622	0
RP11-205M20.7	9:32566145-32567124	3.83184969658032
RP11-205M3.1	4:170753803-170754514	8.62879374064505
RP11-205M3.3	4:170838911-170897053	3.31525076413527
RP11-206C20.1	HSCHR17_5_CTG4:39421609-39422134	0
RP11-206C20.2	HSCHR17_5_CTG4:39411572-39412558	0
RP11-206F17.2	4:153848597-153849359	8.132478101179
RP11-206L10.10	1:745488-753092	8.73472871724516
RP11-206L10.1	1:661610-663527	0.0930186314508319
RP11-206L10.2	1:700236-714006	9.91335930302739
RP11-206L10.3	1:677192-685396	6.10978452954441
RP11-206L10.4	1:696290-697369	0
RP11-206L10.5	1:694411-700305	1.95761993527412
RP11-206L10.8	1:736258-745541	0.194202102720737
RP11-206L10.9	1:714149-745440	7.91743986075744
RP11-206M11.7	3:149002568-149051440	8.67348209023476
RP11-206P5.1	4:25474138-25475437	0
RP11-206P5.2	4:25506618-25508297	0
RP11-207C16.4	9:5719020-5720244	7.70832563517615
RP11-207F8.1	6:86578670-86579182	0
RP11-208C17.4	10:96791396-96791805	0
RP11-208G20.2	7:152064255-152064345	0
RP11-208G20.3	7:152063847-152064100	0
RP11-208K4.1	15:48176506-48341309	5.5437268759124
RP11-208N14.4	3:186914877-186925417	0
RP11-208N20.1	4:142491083-142497230	0
RP11-208P4.1	3:163719393-163720253	9.04203418409452
RP11-209A2.1	6:27179022-27179692	0
RP11-209D14.2	17:19911363-19912547	5.62473714817315
RP11-209D14.4	17:19832684-19833050	3.01016113488004
RP11-209E8.1	15:53408561-53421895	0
RP11-209K10.2	15:53093810-53097139	0
RP11-209M4.1	17:41795681-41797804	5.61141808982939
RP11-20A20.2	9:24545949-24591991	0
RP11-20B24.3	17:27175877-27176610	0
RP11-20B24.4	17:27224755-27226412	0
RP11-20B24.5	17:27253292-27271767	1.86262563336641
RP11-20B24.6	17:27271813-27272412	8.84757592808455
RP11-20B24.7	17:27219486-27220360	0
RP11-20B7.1	3:73857751-73952017	0.331963596399873
RP11-20D14.3	12:8816606-8821607	0
RP11-20D14.4	12:8831368-8832266	0
