gene_short_name	locus	expression
MIR4651	HG1257_PATCH:75380153-75380226	0
MIR4652	7:93346239-93346317	0
MIR4653	7:100802753-100802836	3.16261
MIR4654	1:162126896-162126972	0
MIR4655	7:1883815-1883889	5.36999
MIR4656	7:4828195-4828270	0
MIR4657	7:44921346-44921399	1.18209
MIR4658	7:99754227-99754292	8.02206
MIR4659B	8:6602684-6602765	8.10388
MIR4660	8:8905954-8906028	0
MIR4661	8:92217712-92217787	0
MIR4662A	8:125834219-125834300	1.58512
MIR4663	8:124228027-124228103	0.96107
MIR4664	8:144815252-144815323	3.23226
MIR4664	HG104_HG975_PATCH:144815252-144815323	0
MIR4665	9:6007825-6007904	8.80055
MIR4666A	1:228649774-228649853	0
MIR4666B	X:29592394-29592475	2.51672
MIR4667	9:35608090-35608156	1.39272
MIR4668	9:114694379-114694449	0
MIR4669	9:137271256-137271318	0
MIR4670	9:95290265-95290340	0
MIR4671	1:234442212-234442285	2.07196
MIR4672	9:130631693-130631774	6.12865
MIR4673	9:139414019-139414078	0
MIR4674	9:139440624-139440711	6.39282
MIR4675	10:20840898-20840975	0
MIR4676	10:74480786-74480858	7.11977
MIR4677	1:243509477-243509557	0
MIR4679-2	10:90823091-90823168	0.2593
MIR4680	10:112657847-112657913	5.28684
MIR4681	10:121137483-121137555	2.22454
MIR4682	10:121718024-121718104	8.34282
MIR4683	10:35930099-35930180	6.75861
MIR4684	1:23046009-23046091	0
MIR4685	10:100191048-100191117	9.78579
MIR4686	11:2194292-2194368	9.16343
MIR4687	11:3877291-3877371	0
MIR4688	11:46397951-46398034	5.42948
MIR4689	1:5922731-5922801	0
MIR4690	11:65403780-65403840	9.58252
MIR4691	11:67801363-67801448	0
MIR4692	11:72494574-72494637	0
MIR4693	11:103720633-103720708	3.88688
MIR4694	11:19781549-19781629	1.09653
MIR4695	1:19209695-19209769	9.58511
MIR4696	11:74431312-74431382	0
MIR4697	11:133768398-133768476	2.60488
MIR4698	12:47581594-47581674	0
MIR4699	12:81552166-81552240	8.92258
MIR4700	12:121160995-121161069	8.63658
MIR4701	12:49165757-49165820	0
MIR4703	13:52126724-52126803	0
MIR4704	13:66792381-66792456	0
MIR4705	13:102698283-102698354	9.30943
MIR4706	14:65511405-65511487	7.7055
MIR4707	14:23426158-23426238	8.33403
MIR4708	14:65801834-65801901	8.77426
MIR4709	14:74946835-74946907	7.54623
MIR4710	14:105144030-105144086	8.7313
MIR4711	1:60198898-60198968	3.55357
MIR4712	15:50652525-50652607	0
MIR4713	15:51534386-51534461	0.33858
MIR4714	15:99327654-99327731	8.37654
MIR4715	15:26093893-26093972	0
MIR4716	15:49461266-49461350	5.57641
MIR4717	16:2324620-2324692	6.39333
MIR4718	16:12814177-12814228	1.79517
MIR4719	16:76902832-76902916	8.796
MIR4720	16:81418622-81418698	0
MIR4721	16:28855239-28855328	0
MIR4722	16:88782685-88782745	0
MIR4723	17:26687676-26687757	0.32023
MIR4723	HG883_PATCH:26687676-26687757	0
MIR4724	17:29861900-29861989	4.23682
MIR4725	17:29902287-29902377	6.90825
MIR4726	17:36875943-36876001	0.3671
MIR4727	17:36982090-36982145	3.26271
MIR4728	17:37882747-37882814	0
MIR4729	17:57443443-57443515	0
MIR4730	17:78393217-78393293	4.15648
MIR4731	17:15154943-15155013	0
MIR4733	17:29421367-29421443	8.32474
MIR4734	17:36858514-36858584	0
MIR4735	1:196551542-196551611	5.49103
MIR4736	17:56413336-56413383	7.33583
MIR4737	17:58120385-58120466	1.29897
MIR4738	17:73780601-73780688	1.52519
MIR4739	17:77680984-77681058	0
MIR4739	HG748_PATCH:77703257-77703331	0
MIR4740	17:79374515-79374578	0
MIR4740	HG271_PATCH:79374515-79374578	0
MIR4741	18:20513311-20513401	0
MIR4742	1:224585928-224586013	9.79462
MIR4743	18:46196970-46197039	1.36687
MIR4744	18:46576056-46576138	8.76881
MIR4745	19:804939-805001	4.78607
MIR4746	19:4445974-4446045	7.43524
MIR4747	19:4932698-4932752	5.69754
MIR4748	19:10890929-10891011	2.736
MIR4749	19:50357847-50357908	0
MIR4750	19:50391431-50391487	3.687
MIR4751	19:50436320-50436394	0.23427
MIR4752	19:54785963-54786035	6.21869
MIR4752	HG1079_PATCH:54785362-54785434	1.31134
MIR4752	HSCHR19LRC_COX1_CTG1:54785734-54785806	0
MIR4752	HSCHR19LRC_COX2_CTG1:54785612-54785684	8.52948
MIR4753	1:235353348-235353431	0
MIR4754	19:58898136-58898225	0
MIR4755	20:32636924-32636996	6.41965
MIR4756	20:52684946-52685024	8.48178
MIR4757	2:19548189-19548266	4.47388
MIR4758	20:60907542-60907613	0
MIR4759	21:28326279-28326362	1.55092
MIR4760	21:41584278-41584358	0
MIR4761	22:19951275-19951357	0
MIR4762	22:46156403-46156478	2.95214
MIR4763	22:46509445-46509537	9.72676
MIR4764	22:33832567-33832655	0
MIR4765	2:32860321-32860398	0
MIR4766	22:41209886-41209962	5.16669
MIR4767	X:7065900-7065978	9.58016
MIR4768	X:17444003-17444077	3.33485
MIR4769	X:47446827-47446904	8.44175
MIR4770	X:6301946-6302004	0
MIR4771-1	2:87421908-87421982	9.15362
MIR4771-2	2:112528637-112528711	8.65916
MIR4772	2:103048748-103048826	7.11048
MIR4773-2	2:152224847-152224925	0
MIR4774	2:169439452-169439528	0.4395
MIR4775	2:208619530-208619605	0
MIR4776-2	2:213790980-213791060	0.73529
MIR4777	2:232227418-232227504	0
MIR4778	2:66585380-66585460	0
MIR4779	2:86420148-86420231	4.08056
MIR4780	2:88382037-88382118	6.20741
MIR4781	1:54519751-54519827	0
MIR4782	2:114478866-114478945	9.86874
MIR4783	2:128181112-128181194	0
MIR4784	2:132248732-132248809	0
MIR4785	2:161264320-161264393	7.71503
MIR4786	2:240882431-240882511	1.31903
MIR4787	3:50712510-50712594	2.94172
MIR4788	3:134156668-134156748	5.87608
MIR4789	3:175087328-175087410	0
MIR4790	3:5291861-5291940	7.03517
MIR4791	3:19356339-19356423	0
MIR4792	3:24562852-24562926	9.41014
MIR4793	3:48681626-48681713	7.48192
MIR4794	1:65045529-65045606	5.91534
MIR4795	3:87275338-87275427	0.6256
MIR4796	3:114462291-114462372	6.03769
MIR4797	3:197020748-197020819	3.91039
MIR4798	4:7312176-7312251	0.90762
MIR4799	4:148703745-148703819	0
MIR4800	4:2251803-2251883	2.62767
MIR4801	4:37243531-37243613	2.43282
MIR4802	4:40504056-40504136	6.96139
MIR4803	5:71465293-71465367	5.93992
MIR4804	5:72174417-72174490	4.62305
MIR483	11:2155363-2155439	9.71282
MIR484	16:15737150-15737229	0
MIR485	14:101521737-101521848	0
MIR486	8:41517958-41518026	0
MIR487A	14:101518782-101518862	5.14337
MIR487B	14:101512791-101512875	0
MIR488	1:176998498-176998581	7.81275
MIR489	7:93113247-93113331	3.34006
MIR490	7:136587913-136588041	1.36895
MIR491	9:20716103-20716187	7.12673
MIR492	12:95228173-95228289	0.62736
MIR493	14:101335396-101335485	0.47037
MIR494	14:101495970-101496051	0
MIR495	14:101500091-101500173	0
MIR496	14:101526909-101527011	0
MIR497HG	17:6919136-6922978	0
MIR498	19:54177450-54177574	0
MIR4999	19:8454173-8454264	0
MIR499A	20:33578178-33578300	3.22329
MIR5000	2:75317938-75318041	3.10311
MIR5001	2:233415183-233415283	4.45645
MIR5002	3:123851775-123851872	6.81888
MIR5003	5:172089167-172089266	6.57283
MIR5004	6:33406107-33406214	7.4619
MIR5004	HSCHR6_MHC_SSTO:33545495-33545602	0.7685
MIR5006	13:42142421-42142531	0
MIR5007	13:55748588-55748683	5.9073
MIR5008	1:228129290-228129384	0
MIR5009	15:90427162-90427262	2.47089
MIR500A	HG1436_HG1432_PATCH:49817829-49817913	0
MIR500A	X:49773038-49773122	0
MIR500B	HG1436_HG1432_PATCH:49820069-49820148	6.46964
MIR500B	X:49775278-49775357	0
MIR5010	17:40666205-40666325	7.5262
MIR5011	18:64748820-64748923	0
MIR501	HG1436_HG1432_PATCH:49819120-49819204	4.4692
MIR501	X:49774329-49774413	0.37419
MIR502	HG1436_HG1432_PATCH:49823996-49824082	6.17742
MIR502	X:49779205-49779291	7.50761
MIR503HG	X:133677366-133680741	3.27665
MIR503	X:133680357-133680428	5.14806
MIR5047	17:62497331-62497431	0
MIR5047	HG183_PATCH:62578573-62578673	8.87644
MIR504	X:137749871-137749954	8.59262
MIR505	X:139006306-139006390	3.68074
MIR506	HG1459_PATCH:146312434-146312558	5.02898
MIR506	X:146312237-146312361	4.57729
MIR507	HG1459_PATCH:146312698-146312792	2.72257
MIR507	X:146312501-146312595	2.30653
MIR5089	17:45050382-45050466	4.11506
MIR508	HG1459_PATCH:146318627-146318742	0
MIR508	X:146318430-146318545	0
MIR5090	7:102106188-102106273	0
MIR5091	4:13629488-13629581	9.40224
MIR509-1	HG1459_PATCH:146342246-146342340	7.24476
MIR509-1	X:146342049-146342143	3.23096
MIR5092	3:124870308-124870396	8.20578
MIR509-2	HG1459_PATCH:146340474-146340565	9.88132
MIR509-2	X:146340277-146340368	0
MIR5093	16:85339831-85339931	4.64118
MIR509-3	HG1459_PATCH:146341366-146341441	0
MIR509-3	X:146341169-146341244	8.41763
MIR5094	15:90393868-90393953	8.01397
MIR5095	1:53400601-53400689	1.96001
MIR5096	4:79741905-79741975	0
MIR5100	10:43493010-43493129	8.6937
MIR510	HG1459_PATCH:146354049-146354123	8.02679
MIR510	X:146353852-146353926	3.82083
MIR511-1	10:17887106-17887193	8.37134
MIR511-2	10:18134035-18134122	0.60242
MIR512-1	19:54169926-54170024	0
MIR512-2	19:54172410-54172508	5.27652
MIR513A1	HG1459_PATCH:146295177-146295306	0.44312
MIR513A1	X:146294980-146295109	1.17167
MIR513A2	HG1459_PATCH:146307540-146307667	8.20222
MIR513A2	X:146307343-146307470	0
MIR513B	HG1459_PATCH:146280758-146280842	5.25282
MIR513B	X:146280561-146280645	0
MIR513C	HG1459_PATCH:146271418-146271502	9.0615
MIR513C	X:146271221-146271305	0
MIR514A1	HG1459_PATCH:146360961-146361059	3.61466
MIR514A1	X:146360764-146360862	0
MIR514A2	HG1459_PATCH:146363657-146363745	1.50258
MIR514A2	X:146363460-146363548	1.22605
MIR514A3	HG1459_PATCH:146366355-146366443	1.5423
MIR514A3	X:146366158-146366246	4.91396
MIR514B	HG1459_PATCH:146331865-146331945	1.38466
MIR514B	X:146331668-146331748	0
MIR515-1	19:54182256-54182339	0
MIR515-2	19:54188262-54188345	0
MIR516A1	19:54259994-54260084	0
MIR516A2	19:54264386-54264476	0
MIR516B1	19:54240098-54240188	1.34095
MIR516B2	19:54228695-54228780	4.24778
MIR517A	19:54215521-54215608	0
MIR517B	19:54224329-54224396	8.00399
MIR517C	19:54244566-54244661	7.88316
MIR5186	3:151283663-151283783	3.09606
MIR5187	1:161196975-161197051	3.19366
MIR5188	12:125400092-125400205	0
MIR5189	16:88535325-88535439	6.64585
MIR518A1	19:54234259-54234344	4.03474
MIR518A2	19:54242586-54242673	0
MIR518B	19:54205990-54206073	0.67639
MIR518C	19:54211988-54212089	9.47383
MIR518D	19:54238130-54238217	3.1959
MIR518E	19:54233091-54233179	1.63088
MIR518F	19:54203268-54203355	0
MIR5190	18:13459945-13460025	0.00203
MIR5191	1:201688635-201688755	3.61933
MIR5192	2:62432960-62433052	9.21463
MIR5193	3:49843569-49843678	2.80277
MIR5194	8:131020579-131020699	1.84237
MIR5196	19:35836415-35836530	8.31233
MIR5197	5:143059424-143059536	9.77777
MIR519A1	19:54255650-54255735	7.13062
MIR519A2	19:54265214-54267453	4.89407
MIR519B	19:54198466-54198547	5.16454
MIR519C	19:54189722-54189809	5.44655
MIR519D	19:54216600-54216688	4.30077
MIR519E	19:54183193-54183277	8.1146
MIR520A	19:54194134-54194219	9.05887
MIR520B	19:54204480-54204541	5.11339
MIR520C	19:54210706-54210793	3.78217
MIR520D	19:54223349-54223436	3.55321
MIR520E	19:54178964-54179051	7.76401
MIR520F	19:54185412-54185499	0
MIR520G	19:54225419-54225509	4.55283
MIR520H	19:54245765-54245853	3.14706
MIR521-1	19:54251889-54251976	0.65802
MIR521-2	19:54219847-54219934	0
MIR522	19:54254464-54254551	0
MIR523	19:54201638-54201725	5.2688
MIR524	19:54214255-54214342	4.97254
MIR525	19:54200786-54200871	0
MIR526A1	19:54209505-54209590	0
MIR526A2	19:54230175-54230240	6.31475
MIR526B	19:54197646-54197729	9.66379
MIR527	19:54257271-54257356	1.047
MIR532	HG1436_HG1432_PATCH:49812546-49812637	0
MIR532	X:49767753-49767844	8.80342
MIR539	14:101513657-101513735	2.90736
MIR541	14:101530831-101530915	5.55356
MIR542	X:133675370-133675467	0
MIR543	14:101498323-101498401	8.81104
MIR544A	14:101514994-101515085	0
MIR544B	3:124451285-124451363	0
MIR545	X:73506938-73507044	7.38803
MIR548A1	6:18572014-18572111	4.91369
MIR548A2	6:135560297-135560394	7.29373
MIR548A3	8:105496596-105496693	2.59706
MIR548AA2	17:65467604-65467701	7.3973
MIR548AB	3:103242876-103242960	3.64581
MIR548AC	1:117102645-117102733	7.57731
MIR548AD	2:35696470-35696552	0
MIR548AE1	2:185243701-185243771	0.24412
MIR548AE2	5:57825869-57825936	8.45553
MIR548AG1	4:61788336-61788402	5.9485
MIR548AG2	20:59139619-59139683	7.23036
MIR548AH	4:77496703-77496779	4.52552
MIR548AI	6:99572484-99572572	8.43297
MIR548AJ1	6:132436331-132436403	5.33362
MIR548AJ2	X:37883147-37883239	4.10384
MIR548AK	10:12172758-12172815	2.49876
MIR548AL	11:74110281-74110378	8.62449
MIR548AM	X:16645134-16645208	6.30935
MIR548AN	X:105883043-105883126	0.79209
MIR548AO	8:41128566-41128662	7.55198
MIR548AP	15:86368865-86368961	6.95612
MIR548AQ	3:185485634-185485692	7.37917
MIR548AR	13:115009979-115010036	7.05484
MIR548AS	13:93142415-93142473	0
MIR548AT	17:40646790-40646848	0.92493
MIR548AV	18:70520555-70520617	5.92898
MIR548AW	9:135821093-135821158	2.39901
MIR548AX	X:11336733-11336806	0
MIR548B	6:119390211-119390308	0.33987
MIR548C	12:65016288-65016385	0
MIR548D1	8:124360273-124360370	5.95389
MIR548E	10:112748683-112748771	0
MIR548F1	10:56367633-56367717	0
MIR548F2	2:213290986-213291084	2.24688
MIR548F3	5:109849529-109849616	7.76574
MIR548F4	7:147075108-147075213	0
MIR548F5	X:32659590-32659676	5.78159
MIR548G	4:148265780-148265869	5.03833
MIR548H1	14:64561741-64561843	9.90635
MIR548H2	16:11400296-11400384	3.66332
MIR548H3	17:13446845-13446963	3.02725
MIR548H4	8:26906369-26906480	0
MIR548H5	6:132113311-132113371	0.51154
MIR548I1	3:125509246-125509395	1.24432
MIR548I2	4:9557788-9557937	8.58583
MIR548I3	8:7946462-7946611	0
MIR548I4	X:83480759-83480836	6.73744
MIR548J	22:26951177-26951289	0
MIR548K	11:70130060-70130176	8.0124
MIR548L	11:94199660-94199746	0.82704
MIR548M	X:94318139-94318225	5.02534
MIR548N	7:34980371-34980446	5.75055
MIR548O2	20:37145205-37145275	0.95025
MIR548O	7:102046188-102046302	0
MIR548P	5:100152185-100152269	3.04454
MIR548Q	10:12767252-12767352	0
MIR548S	2:11907569-11907651	1.64662
MIR548T	4:174189310-174189384	9.15292
MIR548U	6:57254929-57255010	9.97818
MIR548V	8:17539086-17539166	0
MIR548W	16:26036557-26036631	0
MIR548X	21:20058407-20058482	1.7153
MIR548X2	13:66540461-66540561	9.62243
MIR548Y	14:48230197-48230307	8.09247
MIR549	15:81134318-81134414	2.22559
MIR550A1	7:30329409-30329506	4.06553
MIR550A2	7:32772592-32772689	2.24079
MIR550A3	7:29720349-29720444	0
MIR551A	1:3477258-3477354	0
MIR551B	3:168269641-168269737	3.40863
MIR552	1:35135199-35135295	0
MIR553	1:100746796-100746864	0
MIR554	1:151518271-151518367	8.92288
MIR555	1:155316140-155316236	5.25355
MIR556	1:162312335-162312430	0
MIR557	1:168344761-168344859	7.06868
MIR5572	15:80873443-80873580	8.00811
MIR5579	11:79133212-79133270	0
MIR5580	14:54415144-54415202	3.76126
MIR5581	1:37966535-37966595	0
MIR5582	11:46774674-46774742	1.47604
MIR558	2:32757219-32757313	0
MIR5583-1	18:37256684-37256743	1.15671
MIR5584	1:45011164-45011224	3.62754
MIR5585	1:32552549-32552608	0.73056
MIR5586	14:60113679-60113738	0
MIR5587	16:585315-585368	0
MIR5588	3:184970997-184971060	0
MIR5589	19:10149029-10149089	1.50012
MIR5590	2:135615389-135615443	5.13076
MIR5591	4:39413529-39413594	0.30901
MIR559	2:47604813-47604909	0
MIR561	2:189162218-189162315	3.47356
MIR562	2:233037362-233037457	7.39433
MIR563	3:15915277-15915356	1.6049
MIR564	3:44903379-44903473	1.24736
MIR566	3:50210758-50210852	9.07383
MIR567	3:111831647-111831745	7.61528
MIR5680	8:103137659-103137743	3.08352
MIR5681A	8:75460777-75460852	0
MIR5682	3:120768486-120768562	0
MIR568	3:114035321-114035416	2.85195
MIR5683	6:6169566-6169642	4.52764
MIR5684	19:12897941-12898006	1.68897
MIR5685	6:53141790-53141869	6.45607
MIR5687	5:54804677-54804754	2.94645
MIR5688	3:85434859-85434942	0
MIR5689	6:10439949-10440027	0
MIR5690	6:35632493-35632566	9.28126
MIR5691	11:9111858-9111926	3.75842
MIR5692A1	8:12576635-12576704	0
MIR5692A2	7:97592969-97593038	4.77111
MIR5692B	21:44371037-44371124	0.82948
MIR5692C1	5:135138673-135138764	6.85396
MIR5692C2	7:97593716-97593793	0
MIR5693	13:51922702-51922775	5.29723
MIR569	3:170824452-170824548	2.93061
MIR5694	14:67908571-67908647	4.84276
MIR5695	19:13031133-13031218	2.22816
MIR5696	2:101925911-101925996	0
MIR5697	1:10027438-10027516	0
MIR5698	1:154076996-154077068	0
MIR5699	10:687628-687718	2.10951
MIR5700	12:94955564-94955635	0
MIR5701-1	15:21145580-21145662	4.6703
MIR5701-2	15:22156765-22156847	6.72159
MIR5702	2:227523425-227523509	2.37459
MIR570	3:195426271-195426368	1.98976
MIR5703	2:228336847-228336903	1.45134
MIR5704	3:131704698-131704775	0
MIR5705	4:88221646-88221735	9.31935
MIR5706	5:118490331-118490411	2.85113
MIR5707	7:158384307-158384388	8.40712
MIR5708	8:81153623-81153708	7.20793
MIR571	4:343945-344041	1.31331
MIR571	HG174_HG254_PATCH:350156-350252	0
MIR572	4:11370450-11370545	9.6935
MIR573	4:24521814-24521913	1.48787
MIR574	4:38869652-38869748	5.59886
MIR575	4:83674489-83674583	6.35906
MIR576	4:110409853-110409951	4.75832
MIR577	4:115577914-115578010	9.92081
MIR578	4:166307393-166307489	0.64902
MIR579	5:32394483-32394581	2.86692
MIR580	5:36147993-36148090	0
MIR581	5:53247333-53247429	6.91843
MIR582	5:58999431-58999529	9.79759
MIR583	5:95414841-95414916	6.80439
MIR584	5:148441875-148441972	0.76835
MIR585	5:168690604-168690698	0
MIR586	6:45165410-45165507	7.63971
MIR587	6:107231999-107232095	3.39028
MIR587	HG357_PATCH:107231999-107232095	4.9734
MIR588	6:126805776-126805859	4.36566
MIR589	7:5535449-5535548	5.94772
MIR590	7:73605527-73605624	0
MIR590	HG1257_PATCH:73656154-73656251	8.74785
MIR591	7:95848973-95849068	6.70492
MIR592	7:126698141-126698238	0
MIR593	7:127721912-127722012	5.82695
MIR595	7:158325409-158325505	3.2452
MIR596	8:1765396-1765473	0
MIR597	8:9599181-9599278	0.31104
MIR598	8:10892715-10892812	0
MIR599	8:100548863-100548958	0
MIR600HG	9:125871772-125877756	5.70956
MIR601	9:126164803-126164882	6.94609
MIR602	9:140732870-140732968	7.55377
MIR603	10:24564613-24564710	6.54248
MIR604	10:29833932-29834026	2.84101
MIR605	10:53059332-53059415	4.08467
MIR606	10:77312215-77312311	0
MIR607	10:98588425-98588521	6.09265
MIR608	10:102734741-102734841	7.8971
MIR609	10:105978546-105978641	5.39529
MIR610	11:28078361-28078457	2.53278
MIR611	11:61559966-61560033	5.65094
MIR613	12:12917582-12917677	0
MIR614	12:13068762-13068852	0
MIR615	12:54427733-54427829	1.25243
MIR616	12:57912945-57913042	9.56411
MIR617	12:81226311-81226408	1.84606
MIR618	12:81329514-81329612	7.78044
MIR619	12:109230683-109230782	2.75174
MIR620	12:116586364-116586459	6.36282
MIR621	13:41384901-41384997	0
MIR622	13:90883435-90883531	6.68498
MIR623	13:100008384-100008482	2.14564
MIR624	14:31483851-31483948	0
MIR625	14:65937819-65937904	3.99806
MIR626	15:41983782-41983876	5.64992
MIR627	15:42491767-42491864	0
MIR628	15:55665137-55665232	3.60699
MIR629	15:70371710-70371807	0
MIR630	15:72879557-72879654	2.17035
MIR631	15:75645951-75646026	1.43236
MIR632	17:30677127-30677221	7.89441
MIR633	17:61021575-61021673	6.14463
MIR634	17:64783189-64783286	0
MIR635	17:66420591-66420689	5.39148
MIR636	17:74732531-74732630	0
MIR637	19:3961411-3961510	0
MIR638	19:10829079-10829179	4.23882
MIR639	19:14640354-14640452	1.96237
MIR640	19:19545871-19545967	7.3975
MIR641	19:40788449-40788548	2.83912
MIR642A	19:46178185-46178282	8.55349
MIR643	19:52785049-52785146	0
MIR644A	20:33054129-33054223	6.1574
MIR645	20:49202322-49202416	9.49951
MIR646	20:58883531-58883625	0
MIR647	20:62573983-62574079	0
MIR648	22:18463633-18463727	5.60626
MIR649	22:21388464-21388561	2.13779
MIR650	22:23165269-23165365	4.35977
MIR651	X:8095005-8095102	0
MIR652	X:109298556-109298654	0
MIR653	7:93112071-93112167	0
MIR654	14:101506555-101506636	7.9177
MIR655	14:101515886-101515983	9.96623
MIR656	14:101533060-101533138	0
MIR657	17:79099075-79099173	0
MIR658	22:38240278-38240378	3.29279
MIR659	22:38243684-38243781	0
MIR660	HG1436_HG1432_PATCH:49822639-49822736	9.22539
MIR660	X:49777848-49777945	0
MIR661	8:145019358-145019447	0
MIR662	16:820182-820277	4.32132
MIR663A	20:26167555-26232162	0.94506
MIR663B	2:133014538-133014653	8.5584
MIR665	14:101341369-101341441	2.44192
MIR670	11:43581205-43581303	2.3212
MIR670HG	11:43578307-43591945	1.69825
MIR671	7:150935506-150935624	6.29254
MIR676	X:69242706-69242773	8.57027
MIR708	11:79113065-79113153	4.55654
MIR711	3:48616334-48616410	7.44811
MIR718	HG1497_PATCH:153188387-153188457	9.79413
MIR718	X:153285370-153285440	0.84381
MIR7-1	9:86584662-86584772	1.66333
MIR720	3:164059128-164059238	1.27639
MIR7-2	15:89155055-89155165	6.4651
MIR7-3	19:4770681-4770791	1.33056
MIR7-3HG	19:4769116-4772545	0.98471
MIR744	17:11985215-11985313	0.65557
MIR758	14:101492356-101492444	4.21639
MIR759	13:53384178-53384274	5.05089
MIR760	1:94312387-94312467	0
MIR761	1:52302012-52302082	2.9273
MIR762	16:30905223-30905306	2.85057
MIR764	HG1462_PATCH:113875904-113875989	2.89929
MIR764	X:113873917-113874002	2.50044
MIR765	1:156905922-156906036	1.11401
MIR766	X:118780700-118780811	0
MIR767	X:151561892-151562001	0.04719
MIR769	19:46522189-46522307	0
MIR770	14:101318726-101318824	8.73909
MIR802	21:37093012-37093106	7.51252
MIR873	9:28888876-28888953	3.62612
MIR874	5:136983260-136983338	3.14091
MIR875	8:100549013-100549089	8.47056
MIR876	9:28863623-28863704	5.15029
MIR877	6:30552108-30552194	6.95364
MIR885	3:10436172-10436246	4.65652
MIR887	5:15935290-15935369	2.10887
MIR888	HG1459_PATCH:145076498-145076575	6.96737
MIR888	X:145076301-145076378	4.09174
MIR889	14:101514237-101514316	0.50494
MIR890	HG1459_PATCH:145075989-145076066	0
MIR890	X:145075792-145075869	8.28702
MIR891A	HG1459_PATCH:145109508-145109587	0
MIR891A	X:145109311-145109390	0
MIR891B	HG1459_PATCH:145082767-145082846	0
MIR891B	X:145082570-145082649	7.92647
MIR892A	HG1459_PATCH:145078383-145078458	0
MIR892A	X:145078186-145078261	5.46017
MIR892B	HG1459_PATCH:145078912-145078989	0
MIR892B	X:145078715-145078792	0
MIR9-1	1:156390122-156390230	3.8753
MIR920	12:24365354-24365429	6.85788
MIR921	1:166123979-166124035	5.50598
MIR922	3:197401366-197401447	0
MIR92A2	X:133303567-133303642	4.20776
MIR92B	1:155164967-155165063	3.42508
MIR9-3	15:89911247-89911337	0.00257
MIR933	2:176032360-176032437	2.25369
MIR934	X:135633036-135633119	0
MIR935	19:54485560-54485651	8.40313
MIR936	10:105807846-105807944	8.36216
MIR937	8:144895126-144895212	5.18017
MIR93	7:99691390-99691470	5.64827
MIR938	10:29891192-29891275	5.46114
MIR939	8:145619363-145619445	1.46321
MIR940	16:2318155-2323419	7.84511
MIR941-1	20:62551364-62551481	0
MIR941-2	20:62550833-62550950	0
MIR941-3	20:62551084-62551201	6.36319
MIR942	1:117637264-117637350	3.06171
MIR943	4:1988110-1988204	5.27773
MIR944	3:189547710-189547798	1.81849
MIR95	4:8007027-8007108	3.00486
MIR96	7:129414531-129414609	3.22976
MIR98	HG1433_PATCH:53299222-53299341	9.7447
MIR98	X:53583183-53583302	6.48143
MIR99A	21:17911408-17911489	2.64846
MIR99B	19:52195864-52195934	0
MIRLET7A1	9:96938233-96938325	1.90572
MIRLET7A2	11:122017228-122017301	0
MIRLET7A3	22:46508628-46508702	0.52252
MIRLET7B	22:46509565-46509648	0.61496
MIRLET7C	21:17912142-17912236	0
MIRLET7D	9:96941115-96941202	3.17469
MIRLET7DHG	9:96938883-96966850	0
MIRLET7E	19:52196038-52196117	2.90661
MIRLET7F1	9:96938628-96938715	0.77541
MIRLET7F2	HG1433_PATCH:53300191-53300274	8.84986
MIRLET7F2	X:53584152-53584235	9.91484
MIRLET7G	3:52302291-52302379	2.48243
MIRLET7I	12:62997465-62997550	5.99035
MIS12	17:5389604-5394134	7.87897
MIS18A	21:33640529-33651380	0
MIS18A-AS1	21:33650173-33653299	0
MIS18BP1	14:45672392-45722743	0
MISP	19:751125-764319	1.63925
MITD1	2:99777889-99797521	8.3027
MITF	3:69788585-70017488	9.23304
MIXL1	1:226411318-226414755	0
MKI67	10:129894922-129924649	4.32451
MKI67P1	X:46420362-46422184	6.34498
MKKS	20:10381656-10414870	1.9858
MKL1	22:40806284-41032706	0.35759
MKL2	16:14165177-14360630	4.22915
MKLN1	7:130794854-131181395	0
MKLN1-AS	7:130994502-131012981	6.43052
MKNK1	1:47023089-47082515	5.44635
MKNK1-AS1	1:47004367-47035927	2.04655
MKNK2	19:2037469-2051243	8.02212
MKNK2P1	10:37233038-37233666	0
MKRN1	7:140152839-140179369	1.38705
MKRN2	3:12598512-12625212	5.20648
MKRN3	15:23810453-23873064	8.9698
MKRN4P	X:40693737-40695258	8.72503
MKRN5P	X:73380896-73382363	4.24404
MKRN7P	20:45092540-45093763	8.32012
MKRN9P	12:88175939-88178345	8.63456
MKRNP2	6:35410820-35417643	3.92671
MKS1	17:56282802-56296966	9.121
MKX	10:27961803-28034989	0
MLANA	9:5890801-5910606	3.40873
MLC1	22:50497819-50524331	6.42311
MLEC	12:121124671-121139667	0
MLF1	3:158288951-158325041	8.54607
MLF2	12:6857169-6876641	5.12788
MLH1	3:37034822-37107380	5.10492
MLH3	14:75480466-75518235	5.1134
MLIP	6:53794779-54131078	8.09716
MLIP-AS1	6:53893974-53944524	0
MLIP-IT1	6:53863687-53871950	3.9103
MLK4	1:233463513-233520894	0
MLK7-AS1	2:174031173-174146764	0
MLKL	16:74705752-74734858	0
MLLT10	10:21823093-22032559	0
MLLT10P1	20:29637798-29638060	8.07395
MLLT10P2	4:190894753-190895002	1.09459
MLLT10P2	HG1032_PATCH:190894753-190895002	0
MLLT11	1:151030233-151040970	5.49646
MLLT1	19:6212965-6279959	8.73635
MLLT3	9:20341662-20622542	3.61117
MLLT4	6:168227601-168372703	0.52202
